wid,woreda,doy,year,totprec
134,Artuma Fursi,3.0,2012.0,0.0
131,Dewa Chefa,3.0,2012.0,0.0
135,Dewa Harewa,3.0,2012.0,0.0
132,Bati,3.0,2012.0,0.0
138,Aregoba Sp. Wo.,3.0,2012.0,0.0
49,Kalu,3.0,2012.0,0.0
48,Worebabu,3.0,2012.0,0.0
121,Abargelie,3.0,2012.0,0.027623716601153793
33,Raya Kobo,3.0,2012.0,0.0
39,Habru,3.0,2012.0,0.0
38,Guba Lafto,3.0,2012.0,1.3676902217331133
34,Gidan,3.0,2012.0,0.8267156559664678
40,Woldia Town,3.0,2012.0,0.0
46,Ambassel,3.0,2012.0,0.0
37,Delanta,3.0,2012.0,0.5454653426796389
140,Kobo Town,3.0,2012.0,0.0
41,Lasta,3.0,2012.0,0.0
120,Gazgibla,3.0,2012.0,0.0
35,Mekit,3.0,2012.0,0.016277454208432858
36,Wadla,3.0,2012.0,0.014108589911447486
32,Bugna,3.0,2012.0,0.0
119,Dehena,3.0,2012.0,0.0
117,Zequala,3.0,2012.0,0.013712308460286088
118,Seqota,3.0,2012.0,0.0
123,Sekota Town,3.0,2012.0,0.0
122,Sehela,3.0,2012.0,0.19123817218953962
1,Beyeda,3.0,2012.0,0.6780785270590981
2,Janamora,3.0,2012.0,0.34443797060806386
16,Misrak Belesa,3.0,2012.0,0.0
21,Ebinat,3.0,2012.0,0.0
8,Wogera,3.0,2012.0,0.0
15,Mirab Belesa,3.0,2012.0,0.0
3,Debark,3.0,2012.0,0.06810512730694956
4,Dabat,3.0,2012.0,0.0
19,Tach Armachiho,3.0,2012.0,0.0
6,Tegede,3.0,2012.0,0.0
7,Lay Armachiho,3.0,2012.0,0.0
17,Gondar Town,3.0,2012.0,0.0
9,Gondar Zuria,3.0,2012.0,0.34296091107123533
22,Libokemkem,3.0,2012.0,0.5153929128086553
10,Denbia,3.0,2012.0,0.35925777394323044
23,Fogera,3.0,2012.0,0.0058439369884832944
24,Farta,3.0,2012.0,0.0
25,Lay Gayint,3.0,2012.0,0.0
26,Tach Gayint,3.0,2012.0,0.0
27,Simada,3.0,2012.0,0.0
43,Mekedela,3.0,2012.0,0.0
53,Sayint,3.0,2012.0,0.0
28,Estea,3.0,2012.0,0.0
31,Andabiet,3.0,2012.0,0.0
30,Debre Tabor Town,3.0,2012.0,0.0
29,Dera,3.0,2012.0,0.22109841202981478
104,Bahir Dar Zuria,3.0,2012.0,0.3639281069746939
137,Bahir Dar Town,3.0,2012.0,0.0
105,Yilmana Densa,3.0,2012.0,0.0
87,Hulet Iju Enesie,3.0,2012.0,0.0
114,Gonji Kolela,3.0,2012.0,0.0
109,Dega Damot,3.0,2012.0,0.0
106,Mecha,3.0,2012.0,0.0
108,Quarit,3.0,2012.0,0.0
107,Sekela,3.0,2012.0,0.0
111,Jabi Tehnan,3.0,2012.0,0.0
86,Bibugn,3.0,2012.0,0.0
90,Enarji Enawuga,3.0,2012.0,0.0
88,Goncha Siso Enese,3.0,2012.0,0.0
89,Enebse Sar Mider,3.0,2012.0,0.0
61,Mehal Sayint,3.0,2012.0,0.0
54,Borena,3.0,2012.0,0.0
58,Wogedi,3.0,2012.0,0.0
52,Legambo,3.0,2012.0,0.014344175252009718
55,Kelela,3.0,2012.0,0.0
62,Legehida,3.0,2012.0,0.008946811770413392
56,Jamma,3.0,2012.0,0.0
44,Tenta,3.0,2012.0,0.0022135033110299578
51,Dessie Zuria,3.0,2012.0,0.010626066600554887
42,Dawunt,3.0,2012.0,0.0
45,Kuta Ber,3.0,2012.0,0.0
60,Dessie Town,3.0,2012.0,0.0
47,Tehulederie,3.0,2012.0,0.0
59,Kombolcha Town,3.0,2012.0,0.0
50,Alebuko,3.0,2012.0,0.0
57,Wore Illu,3.0,2012.0,0.01175928284433622
68,Gishe Rabel,3.0,2012.0,0.0
67,Menz Gera Mider,3.0,2012.0,0.0
69,Antsokiya Gemza,3.0,2012.0,0.0
136,Kemisie Town,3.0,2012.0,0.0
71,Menz Mama Mider,3.0,2012.0,0.0
84,Menz Lalo Mider,3.0,2012.0,0.0
139,Shewa Robit,3.0,2012.0,0.0
72,Tarma Ber,3.0,2012.0,0.0
73,Mojana Wodera,3.0,2012.0,0.0
83,Menz Qeya Gebreal,3.0,2012.0,0.0
63,Mida Woremo,3.0,2012.0,0.0
64,Merehabete,3.0,2012.0,0.0
66,Moretina Jiru,3.0,2012.0,0.0
81,Basona Worena,3.0,2012.0,0.0
85,Seya Deberna Wayu,3.0,2012.0,0.0
65,Ensarona Wayo,3.0,2012.0,0.0
75,Angolelana Tera,3.0,2012.0,0.0
76,Asagirt,3.0,2012.0,0.0
77,Ankober,3.0,2012.0,0.0
82,Debre Birehan Town,3.0,2012.0,0.0
79,Berehet,3.0,2012.0,0.0
80,Minjarina Shenkora,3.0,2012.0,0.0
78,Hagere Mariam Kesem,3.0,2012.0,0.0
96,Baso Liben,3.0,2012.0,0.0
93,Debre Elias,3.0,2012.0,0.0
95,Gozamin,3.0,2012.0,0.0
102,Aneded,3.0,2012.0,0.0
97,Awabel,3.0,2012.0,0.0
99,Shebel Berenta,3.0,2012.0,0.0
98,Dejen,3.0,2012.0,0.0
92,Debaytelatgen,3.0,2012.0,0.0
91,Enemay,3.0,2012.0,0.0
101,Sinan,3.0,2012.0,0.0
110,Dembecha,3.0,2012.0,0.0
94,Machakel,3.0,2012.0,0.0
100,Debre Markos Town,3.0,2012.0,0.0
116,Finoteselam Town,3.0,2012.0,0.0
112,Burie Zuria,3.0,2012.0,0.0
130,Guagusa Shekudad,3.0,2012.0,0.0
125,Banja,3.0,2012.0,0.0
126,Ankesha,3.0,2012.0,0.0
113,Womberma,3.0,2012.0,0.0
127,Guangua,3.0,2012.0,0.0012148555217334918
13,Quara,3.0,2012.0,0.0
129,Jawi,3.0,2012.0,0.0
115,South Achefer,3.0,2012.0,0.0
124,Dangila,3.0,2012.0,0.0
128,Fagita Lekoma,3.0,2012.0,0.0
103,North Achefer,3.0,2012.0,0.0
14,Alefa,3.0,2012.0,0.0
20,Takusa,3.0,2012.0,0.0
12,Metema,3.0,2012.0,0.0
11,Chilga,3.0,2012.0,0.0
5,Mirab Armachiho,3.0,2012.0,0.0
0,Adarkay,3.0,2012.0,0.022971454765180442
18,Telemt,3.0,2012.0,0.0
74,Kewet,4.0,2012.0,1.3535097987214762E-5
133,Jilie Timuga,4.0,2012.0,0.0
70,Efratana Gidim,4.0,2012.0,0.0
134,Artuma Fursi,4.0,2012.0,0.0
131,Dewa Chefa,4.0,2012.0,0.0
135,Dewa Harewa,4.0,2012.0,0.0
132,Bati,4.0,2012.0,0.0
138,Aregoba Sp. Wo.,4.0,2012.0,0.0
49,Kalu,4.0,2012.0,0.0
48,Worebabu,4.0,2012.0,0.0
121,Abargelie,4.0,2012.0,0.0
33,Raya Kobo,4.0,2012.0,0.0
39,Habru,4.0,2012.0,0.0
38,Guba Lafto,4.0,2012.0,2.1745284928642827
34,Gidan,4.0,2012.0,0.8390546968296911
40,Woldia Town,4.0,2012.0,0.0
46,Ambassel,4.0,2012.0,0.9752330866723212
37,Delanta,4.0,2012.0,1.6062961996359226
140,Kobo Town,4.0,2012.0,0.0
41,Lasta,4.0,2012.0,0.0
120,Gazgibla,4.0,2012.0,0.0
35,Mekit,4.0,2012.0,0.01652040131022966
36,Wadla,4.0,2012.0,0.030629141703744464
32,Bugna,4.0,2012.0,0.0
119,Dehena,4.0,2012.0,0.0
117,Zequala,4.0,2012.0,0.0
118,Seqota,4.0,2012.0,0.0027117781166499178
123,Sekota Town,4.0,2012.0,0.0
122,Sehela,4.0,2012.0,0.3817384720037309
1,Beyeda,4.0,2012.0,1.6050207086009094
2,Janamora,4.0,2012.0,0.8646312637419223
16,Misrak Belesa,4.0,2012.0,0.0
21,Ebinat,4.0,2012.0,0.0
8,Wogera,4.0,2012.0,0.0
15,Mirab Belesa,4.0,2012.0,0.0
3,Debark,4.0,2012.0,0.1795498845371838
4,Dabat,4.0,2012.0,0.0
19,Tach Armachiho,4.0,2012.0,0.0
6,Tegede,4.0,2012.0,0.0
7,Lay Armachiho,4.0,2012.0,0.0
17,Gondar Town,4.0,2012.0,0.0
9,Gondar Zuria,4.0,2012.0,0.0
22,Libokemkem,4.0,2012.0,0.0
10,Denbia,4.0,2012.0,0.018263014203846847
23,Fogera,4.0,2012.0,0.0
24,Farta,4.0,2012.0,0.0
25,Lay Gayint,4.0,2012.0,0.0
26,Tach Gayint,4.0,2012.0,0.0
27,Simada,4.0,2012.0,0.0
43,Mekedela,4.0,2012.0,0.0
53,Sayint,4.0,2012.0,0.0
28,Estea,4.0,2012.0,0.0
31,Andabiet,4.0,2012.0,0.0
30,Debre Tabor Town,4.0,2012.0,0.0
29,Dera,4.0,2012.0,0.0
104,Bahir Dar Zuria,4.0,2012.0,0.001203070238295414
137,Bahir Dar Town,4.0,2012.0,0.0
105,Yilmana Densa,4.0,2012.0,0.0
87,Hulet Iju Enesie,4.0,2012.0,0.0
114,Gonji Kolela,4.0,2012.0,0.0
109,Dega Damot,4.0,2012.0,0.0
106,Mecha,4.0,2012.0,0.057846969997399016
108,Quarit,4.0,2012.0,0.0
107,Sekela,4.0,2012.0,0.0
111,Jabi Tehnan,4.0,2012.0,0.0
86,Bibugn,4.0,2012.0,0.0
90,Enarji Enawuga,4.0,2012.0,0.0
88,Goncha Siso Enese,4.0,2012.0,0.0
89,Enebse Sar Mider,4.0,2012.0,0.0
61,Mehal Sayint,4.0,2012.0,0.0
54,Borena,4.0,2012.0,0.0
58,Wogedi,4.0,2012.0,0.0
52,Legambo,4.0,2012.0,0.0
55,Kelela,4.0,2012.0,0.0
62,Legehida,4.0,2012.0,0.0
56,Jamma,4.0,2012.0,0.0
44,Tenta,4.0,2012.0,0.0
51,Dessie Zuria,4.0,2012.0,0.0
42,Dawunt,4.0,2012.0,0.0
45,Kuta Ber,4.0,2012.0,0.0
60,Dessie Town,4.0,2012.0,0.0
47,Tehulederie,4.0,2012.0,0.0
59,Kombolcha Town,4.0,2012.0,0.0
50,Alebuko,4.0,2012.0,0.0
57,Wore Illu,4.0,2012.0,0.0
68,Gishe Rabel,4.0,2012.0,0.005652881149265642
67,Menz Gera Mider,4.0,2012.0,0.02907095554715307
69,Antsokiya Gemza,4.0,2012.0,0.0
136,Kemisie Town,4.0,2012.0,0.0
71,Menz Mama Mider,4.0,2012.0,0.02935485891872066
84,Menz Lalo Mider,4.0,2012.0,0.023123978652074276
139,Shewa Robit,4.0,2012.0,0.0
72,Tarma Ber,4.0,2012.0,0.003804242767106633
73,Mojana Wodera,4.0,2012.0,4.516806260259055E-4
83,Menz Qeya Gebreal,4.0,2012.0,0.0
63,Mida Woremo,4.0,2012.0,0.0
64,Merehabete,4.0,2012.0,0.0
66,Moretina Jiru,4.0,2012.0,0.0
81,Basona Worena,4.0,2012.0,0.0
85,Seya Deberna Wayu,4.0,2012.0,0.0
65,Ensarona Wayo,4.0,2012.0,0.0
75,Angolelana Tera,4.0,2012.0,0.0
76,Asagirt,4.0,2012.0,0.0
77,Ankober,4.0,2012.0,0.0
82,Debre Birehan Town,4.0,2012.0,0.0
79,Berehet,4.0,2012.0,0.0
80,Minjarina Shenkora,4.0,2012.0,0.0
78,Hagere Mariam Kesem,4.0,2012.0,0.0
96,Baso Liben,4.0,2012.0,0.0
93,Debre Elias,4.0,2012.0,0.0
95,Gozamin,4.0,2012.0,0.0
102,Aneded,4.0,2012.0,0.0
97,Awabel,4.0,2012.0,0.0
99,Shebel Berenta,4.0,2012.0,0.0
98,Dejen,4.0,2012.0,0.0
92,Debaytelatgen,4.0,2012.0,0.0
91,Enemay,4.0,2012.0,0.0
101,Sinan,4.0,2012.0,0.0
110,Dembecha,4.0,2012.0,0.0
94,Machakel,4.0,2012.0,0.0
100,Debre Markos Town,4.0,2012.0,0.0
116,Finoteselam Town,4.0,2012.0,0.0
112,Burie Zuria,4.0,2012.0,0.0
130,Guagusa Shekudad,4.0,2012.0,0.0
125,Banja,4.0,2012.0,0.0
126,Ankesha,4.0,2012.0,0.0
113,Womberma,4.0,2012.0,0.0
127,Guangua,4.0,2012.0,0.0
13,Quara,4.0,2012.0,0.0
129,Jawi,4.0,2012.0,0.0
115,South Achefer,4.0,2012.0,0.00373948039226545
124,Dangila,4.0,2012.0,0.0
128,Fagita Lekoma,4.0,2012.0,0.0
103,North Achefer,4.0,2012.0,0.0
14,Alefa,4.0,2012.0,0.001498172173463934
20,Takusa,4.0,2012.0,0.027550480288769504
12,Metema,4.0,2012.0,0.0
11,Chilga,4.0,2012.0,0.0
5,Mirab Armachiho,4.0,2012.0,0.0
0,Adarkay,4.0,2012.0,0.06056110918272102
18,Telemt,4.0,2012.0,0.0
74,Kewet,5.0,2012.0,0.0
133,Jilie Timuga,5.0,2012.0,0.0
70,Efratana Gidim,5.0,2012.0,0.0
134,Artuma Fursi,5.0,2012.0,0.0
131,Dewa Chefa,5.0,2012.0,0.0
135,Dewa Harewa,5.0,2012.0,0.0
132,Bati,5.0,2012.0,0.0
138,Aregoba Sp. Wo.,5.0,2012.0,0.0
49,Kalu,5.0,2012.0,0.0
48,Worebabu,5.0,2012.0,0.0
121,Abargelie,5.0,2012.0,0.0
33,Raya Kobo,5.0,2012.0,0.0
39,Habru,5.0,2012.0,0.0
38,Guba Lafto,5.0,2012.0,0.0
34,Gidan,5.0,2012.0,0.0
40,Woldia Town,5.0,2012.0,0.0
46,Ambassel,5.0,2012.0,0.0
37,Delanta,5.0,2012.0,0.0
140,Kobo Town,5.0,2012.0,0.0
41,Lasta,5.0,2012.0,0.0
120,Gazgibla,5.0,2012.0,0.0
35,Mekit,5.0,2012.0,0.0
36,Wadla,5.0,2012.0,0.0
32,Bugna,5.0,2012.0,0.0
119,Dehena,5.0,2012.0,0.0
117,Zequala,5.0,2012.0,0.0
118,Seqota,5.0,2012.0,0.0027117781166499178
123,Sekota Town,5.0,2012.0,0.0
122,Sehela,5.0,2012.0,0.20294957366390795
1,Beyeda,5.0,2012.0,0.8533021752366483
2,Janamora,5.0,2012.0,0.783958964646789
16,Misrak Belesa,5.0,2012.0,0.0
21,Ebinat,5.0,2012.0,0.0
8,Wogera,5.0,2012.0,0.0
15,Mirab Belesa,5.0,2012.0,0.0
3,Debark,5.0,2012.0,0.22908088473415425
4,Dabat,5.0,2012.0,0.0
19,Tach Armachiho,5.0,2012.0,0.0
6,Tegede,5.0,2012.0,0.012820805644260374
7,Lay Armachiho,5.0,2012.0,0.0
17,Gondar Town,5.0,2012.0,0.0
9,Gondar Zuria,5.0,2012.0,0.0
22,Libokemkem,5.0,2012.0,0.0
10,Denbia,5.0,2012.0,0.0
